,,,deaths_a,deaths_a,deaths_a,deaths_a,deaths_b,deaths_b,deaths_b,deaths_b,deaths_unknown,deaths_unknown,deaths_unknown,deaths_unknown,best,best,best,best
Americas,Colombia,2019,46,0,21,0.5411764705882353,76,0,10,0.8941176470588236,13,0,7,0.15294117647058825,189,0,22,2.223529411764706
Americas,Colombia,2020,16,0,6,0.15384615384615385,20,0,8,0.19230769230769232,3,0,1,0.028846153846153848,155,0,9,1.4903846153846154
Americas,Colombia,2021,40,0,5,0.3252032520325203,63,0,14,0.5121951219512195,28,0,7,0.22764227642276422,227,0,19,1.8455284552845528
Americas,Colombia,2022,21,0,7,0.3620689655172414,49,0,23,0.8448275862068966,36,0,10,0.6206896551724138,153,0,23,2.6379310344827585
Americas,Ecuador,2019,1,1,1,1.0,1,1,1,1.0,0,0,0,0.0,2,2,2,2.0
Americas,Ecuador,2021,0,0,0,0.0,0,0,0,0.0,291,4,118,36.375,291,4,118,36.375
Americas,Ecuador,2022,0,0,0,0.0,0,0,0,0.0,115,1,44,12.777777777777779,115,1,44,12.777777777777779
Americas,El Salvador,2019,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,El Salvador,2021,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,El Salvador,2022,0,0,0,0.0,0,0,0,0.0,88,1,6,1.2941176470588236,88,1,6,1.2941176470588236
Americas,Guatemala,2022,6,0,6,3.0,0,0,0,0.0,6,0,6,3.0,12,6,6,6.0
Americas,Haiti,2018,0,0,0,0.0,0,0,0,0.0,71,71,71,71.0,71,71,71,71.0
Americas,Haiti,2019,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,Haiti,2020,0,0,0,0.0,0,0,0,0.0,2,0,2,0.0425531914893617,165,1,39,3.5106382978723403
Americas,Haiti,2021,13,0,10,0.5909090909090909,17,0,15,0.7727272727272727,8,0,3,0.36363636363636365,131,1,25,5.954545454545454
Americas,Haiti,2022,8,0,8,0.12307692307692308,16,0,16,0.24615384615384617,87,0,27,1.3384615384615384,236,0,47,3.6307692307692307
Americas,Honduras,2019,0,0,0,0.0,0,0,0,0.0,40,4,18,13.333333333333334,40,4,18,13.333333333333334
Americas,Honduras,2020,1,1,1,1.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,Honduras,2021,0,0,0,0.0,0,0,0,0.0,5,0,5,2.5,6,1,5,3.0
Americas,Honduras,2022,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,4,4,4.0
Americas,Mexico,2018,17,0,6,0.02390998593530239,44,0,15,0.06188466947960619,8736,0,1162,12.286919831223628,8824,0,1162,12.410689170182842
Americas,Mexico,2019,66,0,15,0.064453125,75,0,10,0.0732421875,11829,0,275,11.5517578125,12002,0,275,11.720703125
Americas,Mexico,2020,54,0,12,0.02607436021245775,49,0,18,0.023660067600193145,16244,0,1162,7.843553838725254,16464,0,1162,7.949782713664896
Americas,Mexico,2021,167,0,20,0.044261860588391204,99,0,9,0.026239067055393587,18446,0,344,4.888947786906971,18850,0,344,4.996024383779486
Americas,Mexico,2022,78,0,7,0.0346512661039538,78,0,18,0.0346512661039538,13940,0,1881,6.192803198578409,14254,0,1881,6.33229675699689
Americas,Paraguay,2018,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,Paraguay,2020,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,Paraguay,2021,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,4,4,4.0
Americas,Peru,2019,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2,2,2,2.0
Americas,Peru,2020,0,0,0,0.0,0,0,0,0.0,5,0,5,1.6666666666666667,11,3,5,3.6666666666666665
Americas,Peru,2021,0,0,0,0.0,4,0,3,1.3333333333333333,14,0,14,4.666666666666667,20,1,16,6.666666666666667
Americas,Peru,2022,3,0,2,1.0,10,0,10,3.3333333333333335,1,0,1,0.3333333333333333,14,1,12,4.666666666666667
Americas,United States of America,2018,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Americas,United States of America,2019,1,1,1,1.0,3,3,3,3.0,0,0,0,0.0,4,4,4,4.0
Americas,United States of America,2022,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0,1,1,1,1.0
Americas,Venezuela,2018,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,86,0,4,0.9662921348314607
Americas,Venezuela,2019,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,83,0,3,1.0921052631578947
Americas,Venezuela,2020,0,0,0,0.0,0,0,0,0.0,1,0,1,0.25,5,1,2,1.25
Americas,Venezuela,2021,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,21,1,19,7.0
Americas,Venezuela,2022,0,0,0,0.0,0,0,0,0.0,4,0,1,0.2857142857142857,24,1,4,1.7142857142857142
Asia,Afghanistan,2018,4298,0,150,1.1544453397797476,19877,0,292,5.338973945742681,856,0,139,0.22992210582863282,26889,0,576,7.222401289282836
Asia,Afghanistan,2019,4568,0,126,0.9756514310123878,23815,0,100,5.086501495087569,293,0,26,0.06258009397693294,30435,0,130,6.500427167876976
Asia,Afghanistan,2020,5715,0,1562,1.7229424178474526,13341,0,170,4.0220078384082,131,0,26,0.03949351823937293,20834,0,1562,6.280976786252638
Asia,Afghanistan,2021,3526,0,65,0.7814716312056738,30824,0,190,6.831560283687943,286,0,144,0.06338652482269504,36386,0,190,8.06427304964539
Asia,Afghanistan,2022,421,0,39,1.0369458128078817,333,0,43,0.8201970443349754,74,0,26,0.18226600985221675,1545,0,66,3.8054187192118225
Asia,Australia,2018,0,0,0,0.0,1,0,1,0.5,0,0,0,0.0,2,1,1,1.0
Asia,Bangladesh,2018,10,0,1,0.5,8,0,3,0.4,7,0,6,0.35,28,0,6,1.4
Asia,Bangladesh,2019,0,0,0,0.0,3,0,2,1.0,0,0,0,0.0,3,0,2,1.0
Asia,Bangladesh,2020,0,0,0,0.0,1,0,1,0.2,0,0,0,0.0,5,1,1,1.0
Asia,Bangladesh,2021,0,0,0,0.0,1,0,1,0.3333333333333333,0,0,0,0.0,2,0,1,0.6666666666666666
Asia,Bangladesh,2022,1,0,1,0.125,3,0,3,0.375,0,0,0,0.0,13,1,4,1.625
Asia,India,2018,228,0,9,0.4769874476987448,534,0,34,1.1171548117154813,10,0,6,0.02092050209205021,950,0,34,1.9874476987447698
Asia,India,2019,181,0,45,0.5112994350282486,371,0,12,1.0480225988700564,22,0,6,0.062146892655367235,734,0,46,2.073446327683616
Asia,India,2020,160,0,17,0.41131105398457585,432,0,20,1.1105398457583548,16,0,4,0.04113110539845758,754,0,24,1.9383033419023137
Asia,India,2021,114,0,22,0.41155234657039713,312,0,26,1.1263537906137184,7,0,3,0.02527075812274368,523,0,26,1.888086642599278
Asia,India,2022,55,0,5,0.21235521235521235,242,0,4,0.9343629343629344,7,0,1,0.02702702702702703,386,1,7,1.4903474903474903
Asia,Indonesia,2018,4,0,2,0.5714285714285714,1,0,1,0.14285714285714285,17,0,16,2.4285714285714284,32,1,17,4.571428571428571
Asia,Indonesia,2019,9,0,3,0.9,1,0,1,0.1,3,0,3,0.3,16,0,4,1.6
Asia,Indonesia,2020,12,0,8,0.8571428571428571,8,0,2,0.5714285714285714,0,0,0,0.0,22,0,8,1.5714285714285714
Asia,Indonesia,2021,19,0,4,0.5757575757575758,26,0,9,0.7878787878787878,1,0,1,0.030303030303030304,53,0,9,1.606060606060606
Asia,Indonesia,2022,14,0,3,0.6086956521739131,7,0,2,0.30434782608695654,0,0,0,0.0,52,1,10,2.260869565217391
Asia,Kyrgyzstan,2021,4,0,3,1.3333333333333333,0,0,0,0.0,6,0,6,2.0,40,1,38,13.333333333333334
Asia,Kyrgyzstan,2022,40,0,40,10.0,1,0,1,0.25,21,0,21,5.25,64,1,61,16.0
Asia,Myanmar (Burma),2018,42,0,10,0.5915492957746479,38,0,12,0.5352112676056338,4,0,3,0.056338028169014086,122,0,19,1.7183098591549295
Asia,Myanmar (Burma),2019,352,0,209,2.3945578231292517,47,0,5,0.3197278911564626,104,0,38,0.7074829931972789,587,0,209,3.993197278911565
Asia,Myanmar (Burma),2020,39,0,10,0.5492957746478874,6,0,2,0.08450704225352113,1,0,1,0.014084507042253521,196,0,17,2.76056338028169
Asia,Myanmar (Burma),2021,453,0,30,0.5348288075560803,288,0,26,0.3400236127508855,199,0,20,0.23494687131050768,1766,0,56,2.0850059031877213
Asia,Myanmar (Burma),2022,376,0,30,0.2446324007807417,849,0,30,0.5523747560182173,290,0,29,0.18867924528301888,2750,0,75,1.789199739752765
Asia,Nepal,2022,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,1.0
Asia,Pakistan,2018,104,0,11,1.1304347826086956,82,0,9,0.8913043478260869,0,0,0,0.0,483,0,149,5.25
Asia,Pakistan,2019,112,0,14,1.1313131313131313,87,0,9,0.8787878787878788,0,0,0,0.0,293,0,21,2.95959595959596
Asia,Pakistan,2020,147,0,7,1.013793103448276,173,0,10,1.193103448275862,17,0,7,0.11724137931034483,409,0,14,2.820689655172414
Asia,Pakistan,2021,193,0,11,1.0211640211640212,192,0,11,1.0158730158730158,14,0,5,0.07407407407407407,448,0,13,2.3703703703703702
Asia,Pakistan,2022,231,0,10,0.8309352517985612,365,0,25,1.3129496402877698,11,0,5,0.039568345323741004,700,0,64,2.5179856115107913
Asia,Papua New Guinea,2019,6,0,6,2.0,22,1,15,7.333333333333333,0,0,0,0.0,28,6,15,9.333333333333334
Asia,Papua New Guinea,2021,7,0,7,1.75,7,0,7,1.75,24,0,12,6.0,38,7,12,9.5
Asia,Papua New Guinea,2022,1,0,1,0.1,0,0,0,0.0,95,0,31,9.5,101,0,31,10.1
Asia,Philippines,2018,80,0,6,0.6504065040650406,331,0,41,2.6910569105691056,2,0,2,0.016260162601626018,436,0,41,3.5447154471544717
Asia,Philippines,2019,82,0,6,0.6307692307692307,212,0,20,1.6307692307692307,16,0,7,0.12307692307692308,364,0,23,2.8
Asia,Philippines,2020,69,0,12,0.43670886075949367,268,0,15,1.6962025316455696,1,0,1,0.006329113924050633,376,0,15,2.3797468354430378
Asia,Philippines,2021,48,0,5,0.3356643356643357,234,0,19,1.6363636363636365,0,0,0,0.0,310,0,19,2.167832167832168
Asia,Philippines,2022,35,0,3,0.28,187,0,8,1.496,0,0,0,0.0,233,1,10,1.864
Asia,Sri Lanka,2019,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,255,2,122,63.75
Asia,Tajikistan,2018,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,4,4,4.0
Asia,Tajikistan,2019,1,1,1,1.0,3,3,3,3.0,0,0,0,0.0,4,4,4,4.0
Asia,Tajikistan,2021,8,0,8,1.6,0,0,0,0.0,0,0,0,0.0,16,1,8,3.2
Asia,Tajikistan,2022,0,0,0,0.0,40,0,10,1.4814814814814814,16,0,11,0.5925925925925926,88,1,21,3.259259259259259
Asia,Thailand,2018,23,0,3,0.575,8,0,2,0.2,1,0,1,0.025,61,0,5,1.525
Asia,Thailand,2019,35,0,15,1.2962962962962963,12,0,2,0.4444444444444444,0,0,0,0.0,60,1,15,2.2222222222222223
Asia,Thailand,2020,19,0,1,0.5757575757575758,27,0,6,0.8181818181818182,0,0,0,0.0,47,1,6,1.4242424242424243
Asia,Thailand,2021,16,0,2,0.5714285714285714,20,0,3,0.7142857142857143,0,0,0,0.0,41,1,4,1.4642857142857142
Asia,Thailand,2022,9,0,2,0.36,16,0,3,0.64,0,0,0,0.0,34,0,3,1.36
Europe,Armenia,2018,0,0,0,0.0,1,1,1,1.0,0,0,0,0.0,1,1,1,1.0
Europe,Armenia,2019,0,0,0,0.0,1,0,1,0.5,0,0,0,0.0,2,1,1,1.0
Europe,Armenia,2020,1,0,1,0.125,2,0,2,0.25,2,0,2,0.25,10,1,2,1.25
Europe,Armenia,2021,1,0,1,0.125,9,0,3,1.125,0,0,0,0.0,10,1,3,1.25
Europe,Armenia,2022,40,0,14,5.0,112,1,35,14.0,0,0,0,0.0,154,1,49,19.25
Europe,Austria,2020,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,4,4,4.0
Europe,Azerbaijan,2018,5,0,1,0.29411764705882354,11,0,2,0.6470588235294118,0,0,0,0.0,16,0,2,0.9411764705882353
Europe,Azerbaijan,2019,5,0,1,0.5,3,0,1,0.3,0,0,0,0.0,9,0,1,0.9
Europe,Azerbaijan,2020,3465,0,2869,24.574468085106382,4029,0,2630,28.574468085106382,0,0,0,0.0,7636,0,5502,54.156028368794324
Europe,Azerbaijan,2021,11,0,4,0.6111111111111112,7,0,3,0.3888888888888889,0,0,0,0.0,30,0,7,1.6666666666666667
Europe,Azerbaijan,2022,43,0,14,4.777777777777778,108,0,35,12.0,0,0,0,0.0,154,1,49,17.11111111111111
Europe,Belgium,2018,2,0,2,1.0,1,0,1,0.5,0,0,0,0.0,4,1,3,2.0
Europe,France,2018,1,0,1,0.125,3,0,1,0.375,0,0,0,0.0,13,0,5,1.625
Europe,Poland,2022,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2,2,2,2.0
Europe,Russia (Soviet Union),2018,5,0,2,0.23809523809523808,26,0,4,1.2380952380952381,1,0,1,0.047619047619047616,38,1,6,1.8095238095238095
Europe,Russia (Soviet Union),2019,3,0,1,0.25,23,1,3,1.9166666666666667,0,0,0,0.0,26,1,3,2.1666666666666665
Europe,Russia (Soviet Union),2020,2,0,1,0.1111111111111111,29,0,6,1.6111111111111112,1,0,1,0.05555555555555555,33,0,6,1.8333333333333333
Europe,Russia (Soviet Union),2021,0,0,0,0.0,2,1,1,1.0,0,0,0,0.0,2,1,1,1.0
Europe,Russia (Soviet Union),2022,23,0,6,0.8214285714285714,7,0,4,0.25,1,0,1,0.03571428571428571,57,1,8,2.0357142857142856
Europe,Ukraine,2018,99,0,5,0.6470588235294118,74,0,7,0.48366013071895425,19,0,8,0.12418300653594772,243,0,8,1.588235294117647
Europe,Ukraine,2019,116,0,4,0.5829145728643216,173,0,11,0.8693467336683417,0,0,0,0.0,311,1,11,1.5628140703517588
Europe,Ukraine,2020,75,0,5,0.5172413793103449,99,0,5,0.6827586206896552,1,0,1,0.006896551724137931,196,0,6,1.3517241379310345
Europe,Ukraine,2021,93,0,4,0.5568862275449101,95,0,5,0.5688622754491018,2,0,1,0.011976047904191617,208,0,5,1.2455089820359282
Europe,Ukraine,2022,30471,0,4496,6.317851959361393,13509,0,6916,2.800953763217914,18843,0,16368,3.906904416338379,82609,0,16368,17.12813601492847
Europe,United Kingdom,2019,0,0,0,0.0,1,0,1,0.3333333333333333,0,0,0,0.0,4,1,2,1.3333333333333333
Middle East,Egypt,2018,75,0,20,0.872093023255814,594,0,30,6.906976744186046,2,0,2,0.023255813953488372,692,0,34,8.046511627906977
Middle East,Egypt,2019,161,0,14,1.3416666666666666,426,0,34,3.55,2,0,2,0.016666666666666666,664,0,34,5.533333333333333
Middle East,Egypt,2020,158,0,10,1.2741935483870968,326,0,75,2.629032258064516,0,0,0,0.0,547,0,75,4.411290322580645
Middle East,Egypt,2021,69,0,9,1.078125,26,0,13,0.40625,2,0,2,0.03125,124,0,22,1.9375
Middle East,Egypt,2022,122,0,12,1.7941176470588236,96,0,11,1.411764705882353,5,0,4,0.07352941176470588,236,0,17,3.4705882352941178
Middle East,Iran,2018,28,0,11,1.5555555555555556,57,0,9,3.1666666666666665,5,0,5,0.2777777777777778,92,1,17,5.111111111111111
Middle East,Iran,2019,44,0,27,0.4943820224719101,15,0,5,0.16853932584269662,0,0,0,0.0,313,0,28,3.5168539325842696
Middle East,Iran,2020,18,0,3,0.6923076923076923,23,0,4,0.8846153846153846,0,0,0,0.0,246,0,176,9.461538461538462
Middle East,Iran,2021,20,0,5,0.5882352941176471,31,0,7,0.9117647058823529,5,0,4,0.14705882352941177,82,0,10,2.411764705882353
Middle East,Iran,2022,5,0,5,0.10638297872340426,3,0,3,0.06382978723404255,11,0,11,0.23404255319148937,382,1,45,8.127659574468085
Middle East,Iraq,2018,178,0,27,0.6846153846153846,972,0,60,3.7384615384615385,78,0,25,0.3,1442,0,64,5.546153846153846
Middle East,Iraq,2019,184,0,11,0.7104247104247104,510,0,15,1.9691119691119692,35,0,13,0.13513513513513514,914,0,29,3.528957528957529
Middle East,Iraq,2020,178,0,6,0.6872586872586872,571,0,42,2.2046332046332044,66,0,11,0.2548262548262548,916,0,42,3.5366795366795367
Middle East,Iraq,2021,275,0,13,0.8160237388724035,444,0,27,1.317507418397626,25,0,8,0.07418397626112759,964,0,35,2.8605341246290803
Middle East,Iraq,2022,160,0,12,0.5574912891986062,623,0,23,2.1707317073170733,22,0,12,0.07665505226480836,855,0,23,2.9790940766550524
Middle East,Israel,2018,4,0,2,0.08163265306122448,42,0,6,0.8571428571428571,12,0,3,0.24489795918367346,75,0,7,1.530612244897959
Middle East,Israel,2019,2,0,1,0.045454545454545456,41,0,3,0.9318181818181818,1,0,1,0.022727272727272728,83,0,9,1.8863636363636365
Middle East,Israel,2020,0,0,0,0.0,3,0,2,0.6,3,0,3,0.6,8,1,3,1.6
Middle East,Israel,2021,2,0,1,0.018867924528301886,107,0,15,1.009433962264151,5,0,2,0.04716981132075472,280,1,46,2.641509433962264
Middle East,Israel,2022,5,0,2,0.1111111111111111,64,0,15,1.4222222222222223,6,0,2,0.13333333333333333,98,1,16,2.1777777777777776
Middle East,Lebanon,2018,1,1,1,1.0,1,1,1,1.0,0,0,0,0.0,2,2,2,2.0
Middle East,Lebanon,2020,8,0,4,2.0,11,0,9,2.75,0,0,0,0.0,20,3,9,5.0
Middle East,Saudi Arabia,2018,0,0,0,0.0,5,0,2,0.625,0,0,0,0.0,11,0,3,1.375
Middle East,Saudi Arabia,2019,1,0,1,0.14285714285714285,4,0,1,0.5714285714285714,0,0,0,0.0,6,0,1,0.8571428571428571
Middle East,Saudi Arabia,2020,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
Middle East,Saudi Arabia,2021,0,0,0,0.0,1,0,1,0.3333333333333333,0,0,0,0.0,6,1,3,2.0
Middle East,Syria,2018,7525,0,227,2.1155468091087997,6228,0,456,1.7509136913129042,1491,0,63,0.4191734607815575,21726,0,600,6.10795614281698
Middle East,Syria,2019,4277,0,65,1.795549958018472,3544,0,62,1.487825356842989,748,0,175,0.3140218303946264,11208,0,230,4.7052896725440805
Middle East,Syria,2020,3109,0,305,2.7271929824561405,1786,0,75,1.5666666666666667,66,0,8,0.05789473684210526,5690,0,305,4.991228070175438
Middle East,Syria,2021,934,0,26,1.1404151404151404,554,0,43,0.6764346764346765,47,0,14,0.057387057387057384,1942,0,43,2.371184371184371
Middle East,Syria,2022,885,0,246,1.1538461538461537,398,0,79,0.5189048239895697,54,0,15,0.07040417209908735,1637,0,332,2.134289439374185
Middle East,Turkey,2018,51,0,8,0.3090909090909091,378,0,18,2.290909090909091,0,0,0,0.0,435,0,18,2.6363636363636362
Middle East,Turkey,2019,37,0,4,0.2642857142857143,238,0,7,1.7,0,0,0,0.0,307,1,8,2.192857142857143
Middle East,Turkey,2020,8,0,2,0.07547169811320754,182,0,6,1.7169811320754718,1,0,1,0.009433962264150943,206,0,6,1.9433962264150944
Middle East,Turkey,2021,4,0,1,0.05194805194805195,125,0,12,1.6233766233766234,1,0,1,0.012987012987012988,131,0,12,1.7012987012987013
Middle East,Turkey,2022,6,0,3,0.10714285714285714,73,0,4,1.3035714285714286,6,0,6,0.10714285714285714,85,0,6,1.5178571428571428
Middle East,United Arab Emirates,2022,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3,3,3,3.0
Middle East,Yemen (North Yemen),2018,2252,0,150,6.662721893491124,705,0,40,2.0857988165680474,1275,0,164,3.772189349112426,4852,0,180,14.355029585798816
Middle East,Yemen (North Yemen),2019,1171,0,201,4.167259786476868,722,0,200,2.5693950177935942,388,0,118,1.3807829181494662,2911,0,201,10.359430604982206
Middle East,Yemen (North Yemen),2020,4374,0,546,6.677862595419847,711,0,116,1.085496183206107,968,0,220,1.4778625954198474,6743,0,546,10.294656488549618
Middle East,Yemen (North Yemen),2021,18228,0,8355,23.765319426336376,3834,0,1504,4.998696219035202,691,0,158,0.9009126466753585,23462,0,8355,30.589308996088658
Middle East,Yemen (North Yemen),2022,1809,0,240,3.993377483443709,518,0,60,1.1434878587196469,79,0,29,0.17439293598233996,3199,0,240,7.061810154525387
